nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.54,0.46,0.54,0.52,0.51,0.52,0.5,0.61,0.51,0.67,0.57,0.52,0.59,0.59,0.59,0.65,0.52,0.67,0.52,0.81,0.52,0.89,0.56,0.67,0.57,0.81,0.57,0.91,0.54,0.46,0.55,0.46,0.52,0.46,0.56,0.46,0
0.59,0.46,0.59,0.52,0.56,0.52,0.55,0.61,0.56,0.67,0.62,0.52,0.62,0.59,0.62,0.65,0.57,0.67,0.57,0.78,0.57,0.89,0.61,0.67,0.62,0.78,0.62,0.89,0.59,0.44,0.6,0.44,0.57,0.46,0.6,0.46,0
0.55,0.39,0.55,0.46,0.52,0.48,0.51,0.57,0.5,0.65,0.59,0.46,0.63,0.39,0.65,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.39,0.56,0.37,0.54,0.39,0.57,0.39,1
0.71,0.44,0.71,0.52,0.68,0.52,0.67,0.61,0.68,0.65,0.74,0.5,0.76,0.59,0.74,0.65,0.7,0.67,0.7,0.81,0.7,0.91,0.73,0.67,0.74,0.81,0.74,0.91,0.7,0.44,0.71,0.44,0.7,0.44,0.72,0.44,0
0.55,0.46,0.55,0.52,0.52,0.52,0.51,0.61,0.52,0.67,0.59,0.52,0.59,0.59,0.59,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.5,0.39,0.49,0.46,0.46,0.46,0.45,0.39,0.46,0.31,0.52,0.46,0.55,0.41,0.54,0.33,0.48,0.63,0.48,0.78,0.48,0.89,0.52,0.63,0.51,0.78,0.51,0.89,0.49,0.39,0.5,0.39,0.48,0.39,0.51,0.39,1
0.55,0.46,0.55,0.52,0.52,0.52,0.52,0.61,0.55,0.65,0.59,0.52,0.59,0.61,0.57,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.71,0.44,0.71,0.52,0.68,0.52,0.67,0.59,0.68,0.65,0.74,0.5,0.76,0.59,0.76,0.65,0.7,0.67,0.7,0.78,0.7,0.91,0.73,0.67,0.74,0.78,0.74,0.91,0.7,0.44,0.71,0.44,0.7,0.46,0.72,0.44,0
0.59,0.46,0.59,0.52,0.56,0.52,0.55,0.61,0.56,0.65,0.62,0.52,0.62,0.59,0.62,0.65,0.57,0.67,0.57,0.78,0.57,0.89,0.61,0.67,0.62,0.78,0.62,0.89,0.59,0.44,0.6,0.44,0.57,0.46,0.6,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.51,0.61,0.52,0.65,0.59,0.52,0.59,0.59,0.59,0.67,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.37,0.46,0.37,0.52,0.33,0.52,0.33,0.63,0.37,0.67,0.4,0.52,0.4,0.61,0.38,0.67,0.34,0.7,0.34,0.85,0.34,0.98,0.39,0.7,0.39,0.83,0.4,0.96,0.35,0.44,0.37,0.44,0.34,0.46,0.38,0.46,0
0.54,0.46,0.54,0.52,0.51,0.52,0.5,0.61,0.51,0.67,0.57,0.52,0.59,0.59,0.59,0.65,0.52,0.67,0.52,0.81,0.52,0.89,0.56,0.67,0.57,0.81,0.57,0.91,0.54,0.46,0.55,0.44,0.52,0.46,0.56,0.46,0
0.5,0.39,0.51,0.46,0.48,0.46,0.44,0.41,0.43,0.35,0.54,0.48,0.55,0.54,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.5,0.39,0.5,0.39,0.49,0.39,0.51,0.39,1
0.63,0.39,0.63,0.44,0.61,0.46,0.57,0.39,0.56,0.31,0.67,0.44,0.71,0.39,0.71,0.31,0.62,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.63,0.37,0.65,0.37,0.62,0.39,0.66,0.37,1
0.59,0.46,0.59,0.52,0.56,0.52,0.55,0.61,0.56,0.65,0.62,0.52,0.62,0.59,0.62,0.65,0.57,0.67,0.57,0.78,0.57,0.89,0.61,0.67,0.62,0.78,0.62,0.89,0.59,0.44,0.6,0.44,0.57,0.46,0.6,0.46,0
0.55,0.39,0.56,0.46,0.52,0.46,0.48,0.41,0.46,0.33,0.59,0.46,0.63,0.41,0.65,0.33,0.54,0.63,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.55,0.46,0.52,0.46,0.5,0.57,0.51,0.65,0.59,0.46,0.62,0.41,0.6,0.35,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.55,0.46,0.52,0.46,0.48,0.44,0.45,0.35,0.59,0.46,0.63,0.44,0.66,0.37,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.55,0.39,0.56,0.37,0.54,0.39,0.57,0.39,1
0.56,0.39,0.56,0.46,0.52,0.46,0.5,0.39,0.51,0.31,0.6,0.46,0.6,0.57,0.61,0.63,0.55,0.63,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.55,0.39,0.56,0.37,0.54,0.39,0.57,0.37,1
0.71,0.44,0.71,0.52,0.68,0.52,0.67,0.59,0.68,0.65,0.74,0.5,0.76,0.59,0.74,0.65,0.7,0.67,0.7,0.78,0.7,0.91,0.73,0.67,0.74,0.78,0.74,0.91,0.7,0.44,0.71,0.44,0.7,0.46,0.72,0.44,0
0.56,0.39,0.56,0.46,0.52,0.46,0.51,0.39,0.52,0.31,0.59,0.46,0.6,0.57,0.61,0.63,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.55,0.46,0.51,0.48,0.5,0.57,0.5,0.65,0.59,0.46,0.62,0.39,0.62,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.54,0.37,0.55,0.37,0.52,0.39,0.56,0.39,1
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.67,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.5,0.39,0.51,0.46,0.48,0.46,0.44,0.41,0.4,0.37,0.54,0.46,0.55,0.54,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.5,0.39,0.5,0.39,0.49,0.39,0.51,0.39,1
0.5,0.39,0.51,0.46,0.48,0.46,0.44,0.44,0.39,0.37,0.54,0.46,0.55,0.54,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.5,0.39,0.51,0.39,0.49,0.39,0.52,0.39,1
0.51,0.39,0.51,0.46,0.48,0.48,0.46,0.54,0.46,0.63,0.54,0.46,0.57,0.39,0.6,0.33,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.52,0.89,0.5,0.39,0.51,0.39,0.49,0.39,0.52,0.39,1
0.55,0.39,0.55,0.46,0.51,0.48,0.51,0.57,0.51,0.65,0.59,0.46,0.62,0.39,0.65,0.31,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.54,0.37,0.55,0.37,0.54,0.39,0.56,0.39,1
0.63,0.37,0.63,0.46,0.6,0.46,0.59,0.54,0.59,0.63,0.66,0.44,0.7,0.39,0.7,0.31,0.61,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.62,0.37,0.63,0.37,0.61,0.37,0.65,0.37,1
0.7,0.44,0.7,0.52,0.67,0.52,0.66,0.61,0.67,0.65,0.73,0.5,0.74,0.59,0.73,0.65,0.68,0.67,0.7,0.81,0.7,0.91,0.72,0.65,0.73,0.78,0.74,0.91,0.68,0.44,0.7,0.44,0.68,0.46,0.71,0.44,0
0.56,0.39,0.56,0.46,0.52,0.46,0.51,0.57,0.51,0.65,0.6,0.46,0.65,0.41,0.67,0.35,0.55,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.56,0.37,0.57,0.37,0.55,0.39,0.59,0.39,1
0.5,0.39,0.5,0.46,0.46,0.46,0.43,0.44,0.42,0.35,0.52,0.46,0.57,0.44,0.59,0.35,0.49,0.63,0.48,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.49,0.39,0.5,0.39,0.48,0.39,0.51,0.39,1
0.55,0.39,0.55,0.46,0.52,0.46,0.48,0.46,0.45,0.37,0.59,0.46,0.63,0.44,0.66,0.35,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.78,0.6,0.91,0.55,0.39,0.56,0.39,0.54,0.39,0.57,0.39,1
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.34,0.46,0.34,0.52,0.31,0.52,0.29,0.61,0.32,0.67,0.38,0.52,0.38,0.61,0.38,0.65,0.32,0.7,0.33,0.85,0.34,0.98,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.34,0.46,0.34,0.52,0.31,0.52,0.31,0.63,0.33,0.67,0.37,0.52,0.38,0.61,0.35,0.67,0.32,0.7,0.33,0.85,0.34,0.98,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.71,0.44,0.71,0.52,0.68,0.52,0.67,0.59,0.68,0.65,0.74,0.5,0.76,0.59,0.74,0.65,0.7,0.67,0.7,0.78,0.7,0.91,0.73,0.67,0.74,0.81,0.74,0.91,0.71,0.44,0.71,0.44,0.7,0.46,0.72,0.44,0
0.55,0.39,0.55,0.46,0.52,0.46,0.51,0.57,0.51,0.65,0.59,0.46,0.62,0.41,0.6,0.35,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.78,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.74,0.46,0.74,0.52,0.72,0.52,0.71,0.59,0.72,0.65,0.77,0.5,0.78,0.59,0.78,0.65,0.73,0.65,0.74,0.78,0.74,0.89,0.77,0.65,0.78,0.78,0.79,0.89,0.73,0.44,0.74,0.44,0.73,0.46,0.76,0.46,0
0.57,0.39,0.57,0.46,0.54,0.46,0.51,0.54,0.5,0.63,0.6,0.46,0.65,0.44,0.67,0.35,0.55,0.65,0.55,0.81,0.54,0.94,0.6,0.65,0.62,0.78,0.66,0.91,0.56,0.37,0.57,0.37,0.55,0.39,0.59,0.39,1
0.48,0.39,0.48,0.46,0.45,0.48,0.44,0.57,0.44,0.65,0.51,0.46,0.52,0.39,0.5,0.31,0.46,0.65,0.46,0.78,0.46,0.91,0.51,0.65,0.51,0.78,0.51,0.89,0.48,0.39,0.49,0.39,0.46,0.39,0.5,0.39,1
0.59,0.46,0.59,0.52,0.56,0.52,0.55,0.59,0.56,0.65,0.62,0.52,0.62,0.59,0.62,0.65,0.57,0.67,0.57,0.78,0.57,0.89,0.61,0.67,0.62,0.78,0.62,0.89,0.59,0.44,0.6,0.44,0.57,0.46,0.6,0.46,0
0.34,0.46,0.34,0.52,0.31,0.52,0.29,0.61,0.31,0.7,0.38,0.52,0.39,0.61,0.39,0.7,0.33,0.7,0.33,0.85,0.34,0.98,0.37,0.7,0.38,0.83,0.38,0.96,0.34,0.44,0.34,0.44,0.33,0.46,0.35,0.46,0
0.5,0.39,0.5,0.46,0.46,0.46,0.43,0.44,0.39,0.37,0.52,0.46,0.57,0.41,0.6,0.37,0.49,0.63,0.48,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.49,0.39,0.5,0.39,0.48,0.39,0.51,0.39,1
0.34,0.46,0.34,0.52,0.31,0.52,0.29,0.61,0.32,0.67,0.38,0.52,0.38,0.61,0.38,0.65,0.33,0.7,0.33,0.85,0.34,0.96,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.55,0.46,0.54,0.52,0.51,0.52,0.52,0.57,0.54,0.5,0.56,0.52,0.57,0.59,0.59,0.65,0.52,0.67,0.52,0.81,0.52,0.89,0.56,0.67,0.57,0.81,0.57,0.91,0.54,0.46,0,0,0.52,0.46,0.55,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.5,0.59,0.51,0.65,0.59,0.52,0.6,0.59,0.6,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.52,0.61,0.55,0.65,0.59,0.52,0.59,0.61,0.57,0.65,0.54,0.67,0.54,0.81,0.54,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.34,0.46,0.33,0.52,0.31,0.52,0.28,0.61,0.31,0.7,0.37,0.52,0.38,0.61,0.38,0.7,0.32,0.7,0.33,0.85,0.34,0.96,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.54,0.46,0.54,0.52,0.51,0.52,0.5,0.61,0.51,0.65,0.57,0.52,0.59,0.59,0.59,0.65,0.52,0.67,0.52,0.81,0.52,0.89,0.56,0.67,0.57,0.81,0.57,0.91,0.54,0.46,0.55,0.46,0.52,0.46,0.56,0.46,0
0.5,0.39,0.5,0.46,0.46,0.48,0.45,0.39,0.49,0.33,0.52,0.46,0.55,0.39,0.51,0.35,0.48,0.63,0.48,0.78,0.48,0.89,0.52,0.63,0.51,0.78,0.51,0.89,0.49,0.39,0.5,0.39,0.48,0.39,0.51,0.39,1
0.54,0.46,0.54,0.52,0.51,0.52,0.5,0.61,0.51,0.67,0.57,0.52,0.57,0.59,0.59,0.65,0.52,0.67,0.52,0.81,0.52,0.89,0.56,0.67,0.57,0.81,0.57,0.91,0.54,0.46,0.55,0.46,0.52,0.46,0.56,0.46,0
0.5,0.39,0.5,0.46,0.48,0.46,0.44,0.39,0.43,0.31,0.54,0.48,0.55,0.54,0.55,0.61,0.49,0.63,0.48,0.78,0.48,0.89,0.52,0.63,0.52,0.76,0.51,0.89,0.5,0.39,0.51,0.39,0.49,0.39,0.52,0.39,1
0.27,0.41,0.27,0.48,0.23,0.48,0.2,0.41,0.2,0.33,0.31,0.48,0.33,0.41,0.34,0.33,0.26,0.67,0.26,0.83,0.26,0.98,0.31,0.67,0.31,0.83,0.32,0.96,0.26,0.39,0.27,0.39,0.24,0.41,0.28,0.41,1
0.7,0.44,0.71,0.5,0.67,0.52,0.67,0.61,0.67,0.65,0.73,0.5,0.74,0.59,0.74,0.65,0.7,0.67,0.7,0.78,0.7,0.91,0.73,0.67,0.73,0.81,0.74,0.91,0.7,0.44,0.71,0.44,0.68,0.44,0.72,0.44,0
0.59,0.46,0.59,0.52,0.56,0.52,0.55,0.61,0.56,0.67,0.62,0.52,0.62,0.59,0.62,0.65,0.57,0.67,0.57,0.78,0.57,0.89,0.61,0.67,0.61,0.78,0.62,0.89,0.59,0.44,0.6,0.44,0.57,0.46,0.61,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.91,0.74,0.44,0.76,0.44,0.73,0.46,0.77,0.46,0
0.24,0.41,0.26,0.48,0.22,0.48,0.17,0.44,0.15,0.35,0.28,0.48,0.33,0.44,0.35,0.35,0.24,0.67,0.24,0.83,0.26,0.98,0.28,0.67,0.31,0.83,0.32,0.96,0.24,0.39,0.26,0.39,0.23,0.41,0.27,0.41,1
0.55,0.37,0.55,0.46,0.52,0.46,0.48,0.44,0.45,0.37,0.59,0.46,0.63,0.41,0.66,0.35,0.54,0.63,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.78,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.37,1
0.63,0.39,0.63,0.46,0.61,0.46,0.56,0.44,0.52,0.35,0.67,0.44,0.72,0.41,0.74,0.33,0.62,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.63,0.37,0.65,0.37,0.62,0.39,0.66,0.37,1
0.63,0.39,0.63,0.46,0.6,0.46,0.59,0.54,0.59,0.63,0.67,0.44,0.71,0.39,0.73,0.31,0.61,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.62,0.37,0.63,0.37,0.61,0.37,0.65,0.37,1
0.63,0.37,0.63,0.46,0.6,0.46,0.59,0.54,0.59,0.63,0.67,0.44,0.71,0.39,0.72,0.31,0.62,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.62,0.37,0.63,0.37,0.62,0.37,0.65,0.37,1
0.56,0.39,0.55,0.46,0.52,0.46,0.51,0.57,0.51,0.65,0.59,0.46,0.62,0.41,0.61,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.55,0.46,0.52,0.48,0.5,0.57,0.5,0.65,0.59,0.46,0.62,0.41,0.63,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.55,0.46,0.52,0.48,0.5,0.57,0.5,0.63,0.59,0.46,0.61,0.39,0.6,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.55,0.46,0.51,0.46,0.5,0.57,0.5,0.65,0.59,0.46,0.62,0.44,0.65,0.35,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.6,0.78,0.6,0.91,0.55,0.37,0.56,0.37,0.52,0.39,0.56,0.39,1
0.54,0.46,0.54,0.52,0.51,0.52,0.5,0.61,0.51,0.67,0.57,0.52,0.59,0.59,0.59,0.65,0.52,0.67,0.52,0.81,0.52,0.89,0.56,0.67,0.57,0.81,0.57,0.91,0.54,0.46,0.55,0.46,0.52,0.46,0.56,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.52,0.61,0.55,0.65,0.59,0.52,0.59,0.61,0.57,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.76,0.46,0.76,0.52,0.72,0.52,0.72,0.59,0.72,0.65,0.78,0.5,0.79,0.59,0.79,0.65,0.74,0.65,0.74,0.78,0.74,0.89,0.78,0.65,0.78,0.78,0.81,0.89,0.74,0.44,0.76,0.44,0.74,0.46,0.77,0.46,0
0.55,0.39,0.55,0.46,0.51,0.46,0.5,0.57,0.5,0.65,0.59,0.46,0.63,0.41,0.66,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.63,0.39,0.63,0.46,0.61,0.46,0.56,0.44,0.52,0.39,0.67,0.44,0.72,0.44,0.76,0.37,0.62,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.63,0.37,0.65,0.37,0.62,0.37,0.66,0.37,1
0.5,0.39,0.51,0.48,0.48,0.48,0.48,0.39,0.51,0.35,0.54,0.48,0.55,0.57,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.5,0.39,0.51,0.39,0.49,0.39,0.52,0.39,1
0.56,0.39,0.56,0.46,0.52,0.46,0.51,0.57,0.51,0.63,0.6,0.46,0.65,0.46,0.68,0.39,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.34,0.46,0.34,0.52,0.31,0.52,0.31,0.63,0.33,0.67,0.37,0.52,0.38,0.61,0.35,0.67,0.32,0.7,0.33,0.83,0.34,0.96,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.55,0.39,0.56,0.46,0.52,0.46,0.49,0.41,0.48,0.33,0.59,0.46,0.6,0.54,0.62,0.63,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.65,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.37,1
0.7,0.44,0.71,0.52,0.67,0.52,0.66,0.61,0.67,0.65,0.73,0.5,0.74,0.59,0.74,0.65,0.7,0.67,0.7,0.78,0.7,0.91,0.73,0.67,0.73,0.81,0.74,0.91,0.7,0.44,0.71,0.44,0.68,0.44,0.72,0.44,0
0.34,0.46,0.34,0.52,0.31,0.52,0.31,0.63,0.34,0.67,0.37,0.52,0.38,0.61,0.35,0.67,0.32,0.7,0.33,0.85,0.34,0.96,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.51,0.61,0.51,0.65,0.59,0.52,0.59,0.59,0.59,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.56,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.51,0.61,0.52,0.65,0.57,0.52,0.59,0.61,0.59,0.65,0.54,0.67,0.52,0.78,0.52,0.89,0.57,0.67,0.57,0.78,0.59,0.89,0.55,0.44,0.55,0.44,0.54,0.46,0.56,0.46,0
0.55,0.46,0.55,0.52,0.52,0.52,0.52,0.61,0.55,0.65,0.59,0.52,0.59,0.61,0.57,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.59,0.46,0.59,0.52,0.56,0.52,0.55,0.61,0.56,0.67,0.62,0.52,0.62,0.59,0.62,0.65,0.57,0.67,0.57,0.78,0.57,0.89,0.61,0.67,0.61,0.78,0.62,0.89,0.59,0.44,0.6,0.44,0.57,0.46,0.61,0.46,0
0.5,0.39,0.51,0.46,0.48,0.46,0.44,0.41,0.44,0.33,0.54,0.46,0.55,0.54,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.5,0.39,0.5,0.39,0.49,0.39,0.51,0.39,1
0.55,0.46,0.55,0.52,0.52,0.52,0.52,0.61,0.55,0.65,0.59,0.52,0.59,0.61,0.57,0.65,0.54,0.67,0.54,0.81,0.52,0.89,0.57,0.67,0.57,0.81,0.59,0.89,0.55,0.44,0.56,0.44,0.54,0.46,0.57,0.46,0
0.34,0.46,0.34,0.52,0.31,0.52,0.29,0.61,0.32,0.65,0.38,0.52,0.38,0.61,0.38,0.65,0.33,0.7,0.33,0.85,0.34,0.96,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.34,0.46,0.34,0.52,0.31,0.52,0.31,0.63,0.33,0.67,0.37,0.52,0.38,0.61,0.35,0.67,0.32,0.7,0.33,0.85,0.34,0.98,0.37,0.7,0.37,0.83,0.38,0.96,0.33,0.44,0.34,0.44,0.32,0.46,0.35,0.46,0
0.5,0.39,0.51,0.46,0.48,0.46,0.44,0.41,0.43,0.33,0.54,0.48,0.55,0.57,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.5,0.39,0.51,0.39,0.49,0.39,0.52,0.39,1
0.63,0.39,0.63,0.44,0.61,0.46,0.56,0.41,0.52,0.35,0.67,0.44,0.72,0.39,0.74,0.33,0.62,0.63,0.62,0.78,0.61,0.91,0.66,0.63,0.66,0.78,0.66,0.91,0.63,0.37,0.65,0.37,0.62,0.37,0.66,0.37,1
0.44,0.39,0.45,0.46,0.42,0.48,0.4,0.57,0.4,0.65,0.48,0.46,0.5,0.37,0.51,0.31,0.44,0.65,0.45,0.81,0.45,0.91,0.48,0.63,0.5,0.78,0.51,0.89,0.44,0.39,0.45,0.39,0.43,0.39,0.46,0.39,1
0.7,0.44,0.7,0.52,0.67,0.52,0.66,0.61,0.67,0.65,0.72,0.5,0.73,0.59,0.73,0.65,0.68,0.67,0.7,0.81,0.7,0.91,0.72,0.65,0.73,0.78,0.74,0.91,0.7,0.44,0.7,0.44,0.68,0.44,0.71,0.44,0
0.71,0.44,0.71,0.52,0.68,0.52,0.67,0.59,0.68,0.65,0.74,0.5,0.74,0.59,0.74,0.65,0.7,0.67,0.7,0.78,0.7,0.91,0.73,0.67,0.74,0.78,0.74,0.91,0.7,0.44,0.71,0.44,0.7,0.44,0.72,0.44,0
0.55,0.39,0.56,0.46,0.52,0.46,0.49,0.41,0.48,0.33,0.59,0.46,0.62,0.41,0.62,0.33,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.81,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.55,0.39,0.56,0.46,0.52,0.46,0.5,0.39,0.51,0.31,0.59,0.46,0.62,0.41,0.61,0.35,0.54,0.65,0.54,0.81,0.54,0.91,0.59,0.63,0.59,0.78,0.6,0.91,0.55,0.37,0.56,0.37,0.54,0.39,0.57,0.39,1
0.5,0.39,0.51,0.46,0.48,0.46,0.45,0.41,0.44,0.33,0.54,0.48,0.55,0.57,0.55,0.63,0.49,0.63,0.49,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.49,0.39,0.5,0.39,0.49,0.39,0.51,0.39,1
0.5,0.39,0.5,0.46,0.48,0.46,0.45,0.39,0.48,0.33,0.52,0.46,0.55,0.39,0.52,0.33,0.49,0.63,0.48,0.78,0.48,0.89,0.52,0.63,0.52,0.78,0.51,0.89,0.49,0.39,0.5,0.39,0.48,0.39,0.51,0.39,1
0.34,0.46,0.34,0.52,0.31,0.52,0.29,0.61,0.31,0.7,0.38,0.52,0.39,0.61,0.38,0.7,0.33,0.7,0.33,0.85,0.34,0.96,0.37,0.7,0.37,0.83,0.38,0.96,0.34,0.44,0.34,0.44,0.33,0.46,0.35,0.46,0
